-25.02764619	-0.68413340
-25.01764619	-0.68413340
-25.00764619	-0.68413340
-24.99764619	-0.68413340
-24.98764619	-0.68413340
-24.97764619	-0.68413340
-24.96764619	-0.68413340
-24.95764619	-0.68413340
-24.94764619	-0.68413340
-24.93764619	-0.68413340
-24.92764619	-0.68413340
-24.91764619	-0.68413340
-24.90764619	-0.68413340
-24.89764619	-0.68413340
-24.88764619	-0.68413340
-24.87764619	-0.68413340
-24.86764619	-0.68413340
-24.85764619	-0.68413340
-24.84764619	-0.68413340
-24.83764619	-0.68413340
-24.82764619	-0.68413340
-24.81764619	-0.68413340
-24.80764619	-0.68413340
-24.79764619	-0.68413340
-24.78764619	-0.68413340
-24.77764619	-0.68413340
-24.76764619	-0.68413340
-24.75764619	-0.68413340
-24.74764619	-0.68413340
-24.73764619	-0.68413340
-24.72764619	-0.68413340
-24.71764619	-0.68413340
-24.70764619	-0.68413340
-24.69764619	-0.68413340
-24.68764619	-0.68413340
-24.67764619	-0.68413340
-24.66764619	-0.68413340
-24.65764619	-0.68413340
-24.64764619	-0.68413340
-24.63764619	-0.68413340
-24.62764619	-0.68413340
-24.61764619	-0.68413340
-24.60764619	-0.68413340
-24.59764619	-0.68413340
-24.58764619	-0.68413340
-24.57764619	-0.68413340
-24.56764619	-0.68413340
-24.55764619	-0.68413340
-24.54764619	-0.68413340
-24.53764619	-0.68413340
-24.52764619	-0.68413340
-24.51764619	-0.68413340
-24.50764619	-0.68413340
-24.49764619	-0.67513050
-24.48764619	-0.68413340
-24.47764619	-0.68413340
-24.46764619	-0.67513050
-24.45764619	-0.68413340
-24.44764619	-0.68413340
-24.43764619	-0.67513050
-24.42764619	-0.67513050
-24.41764619	-0.67513050
-24.40764619	-0.67513050
-24.39764619	-0.67513050
-24.38764619	-0.67513050
-24.37764619	-0.67513050
-24.36764619	-0.67513050
-24.35764619	-0.67513050
-24.34764619	-0.67513050
-24.33764619	-0.67513050
-24.32764619	-0.67513050
-24.31764619	-0.67513050
-24.30764619	-0.66612750
-24.29764619	-0.66612750
-24.28764619	-0.67513050
-24.27764619	-0.67513050
-24.26764619	-0.67513050
-24.25764619	-0.66612750
-24.24764619	-0.67513050
-24.23764619	-0.66612750
-24.22764619	-0.66612750
-24.21764619	-0.66612750
-24.20764619	-0.66612750
-24.19764619	-0.66612750
-24.18764619	-0.66612750
-24.17764619	-0.65712450
-24.16764619	-0.66612750
-24.15764619	-0.66612750
-24.14764619	-0.66612750
-24.13764619	-0.65712450
-24.12764619	-0.65712450
-24.11764619	-0.65712450
-24.10764619	-0.65712450
-24.09764619	-0.66612750
-24.08764619	-0.65712450
-24.07764619	-0.65712450
-24.06764619	-0.65712450
-24.05764619	-0.65712450
-24.04764619	-0.65712450
-24.03764619	-0.65712450
-24.02764619	-0.65712450
-24.01764619	-0.65712450
-24.00764619	-0.64812160
-23.99764619	-0.64812160
-23.98764619	-0.64812160
-23.97764619	-0.65712450
-23.96764619	-0.65712450
-23.95764619	-0.64812160
-23.94764619	-0.64812160
-23.93764620	-0.65712450
-23.92764620	-0.64812160
-23.91764620	-0.64812160
-23.90764620	-0.64812160
-23.89764620	-0.64812160
-23.88764620	-0.64812160
-23.87764620	-0.64812160
-23.86764620	-0.64812160
-23.85764620	-0.63911860
-23.84764620	-0.64812160
-23.83764620	-0.64812160
-23.82764620	-0.63911860
-23.81764620	-0.63911860
-23.80764620	-0.64812160
-23.79764620	-0.63911860
-23.78764620	-0.63911860
-23.77764620	-0.63911860
-23.76764620	-0.63911860
-23.75764620	-0.63911860
-23.74764620	-0.63911860
-23.73764620	-0.63911860
-23.72764620	-0.63911860
-23.71764620	-0.63011570
-23.70764620	-0.63011570
-23.69764620	-0.63011570
-23.68764620	-0.63011570
-23.67764620	-0.63011570
-23.66764620	-0.63011570
-23.65764620	-0.62111270
-23.64764620	-0.63011570
-23.63764620	-0.62111270
-23.62764620	-0.62111270
-23.61764620	-0.62111270
-23.60764620	-0.62111270
-23.59764620	-0.62111270
-23.58764620	-0.62111270
-23.57764620	-0.62111270
-23.56764620	-0.62111270
-23.55764620	-0.62111270
-23.54764620	-0.62111270
-23.53764620	-0.62111270
-23.52764620	-0.62111270
-23.51764620	-0.61210970
-23.50764620	-0.61210970
-23.49764620	-0.61210970
-23.48764620	-0.61210970
-23.47764620	-0.61210970
-23.46764620	-0.61210970
